order_id,payment_value,payment_type,payment_installments
CA-2015-127607,24.43199921,credit_card,2
CA-2015-127754,91.95999908,credit_card,6
CA-2015-127824,301.7479858,credit_card,8
CA-2015-128013,743.2199707,debit_card,10
CA-2015-128027,3.960000038,credit_card,8
CA-2015-128083,88.26999664,credit_card,10
CA-2015-128125,1403.920044,debit_card,10
CA-2015-128139,124.8600006,debit_card,2
CA-2015-128167,120,credit_card,10
CA-2015-128356,2678.939941,credit_card,5
CA-2015-128608,1252.609985,credit_card,4
CA-2015-128860,17.94000053,credit_card,2
CA-2015-128958,131.904007,credit_card,8
CA-2015-128993,11.80799961,credit_card,3
CA-2015-129042,7.631999969,credit_card,4
CA-2015-129098,2.394000053,credit_card,5
CA-2015-129112,61.34000015,credit_card,10
CA-2015-129217,105.7099991,debit_card,6
CA-2015-129322,1121.651978,credit_card,8
CA-2015-129476,11.80799961,credit_card,2
CA-2015-129525,408.4219971,credit_card,2
CA-2015-129532,643.1619873,credit_card,3
CA-2015-129546,413.4859924,credit_card,6
CA-2015-129700,93.68000031,debit_card,2
CA-2015-129770,144.1199951,credit_card,5
CA-2015-129854,15,debit_card,2
CA-2015-129896,248.352005,credit_card,4
CA-2015-129917,388.3900146,credit_card,5
CA-2015-130022,225.2879944,credit_card,3
CA-2015-130113,10.68400002,debit_card,3
CA-2015-130183,8.56799984,credit_card,2
CA-2015-130204,477.7919922,credit_card,2
CA-2015-130218,799.5599976,credit_card,8
CA-2015-130253,2.223999977,credit_card,10
CA-2015-130365,340.6600037,credit_card,8
CA-2015-130456,465.7059937,credit_card,2
CA-2015-130554,143.6999969,credit_card,2
CA-2015-130610,63.97999954,debit_card,1
CA-2015-130659,1714.380005,credit_card,5
CA-2015-130736,3830.384033,credit_card,2
CA-2015-130785,402.1679993,credit_card,2
CA-2015-130792,5188.461914,credit_card,1
CA-2015-130848,34.02000046,credit_card,10
CA-2015-130855,9.840000153,debit_card,1
CA-2015-130876,5.559999943,credit_card,4
CA-2015-130883,220.3379974,credit_card,8
CA-2015-130890,194.9400024,credit_card,2
CA-2015-130974,1835.563965,debit_card,2
CA-2015-130995,67.80000305,credit_card,1
CA-2015-131072,1056.859985,credit_card,1
CA-2015-131128,245.9400024,credit_card,1
CA-2015-131338,1262.449951,credit_card,2
CA-2015-131352,253.1759949,credit_card,4
CA-2015-131422,7.967999935,credit_card,2
CA-2015-131457,230.2799988,credit_card,2
CA-2015-131534,99.15000153,credit_card,10
CA-2015-131597,59.52000046,credit_card,6
CA-2015-131758,52.49599838,debit_card,3
CA-2015-131779,39.95999908,credit_card,1
CA-2015-131856,1270.488037,credit_card,3
CA-2015-131884,357.9419861,credit_card,10
CA-2015-132080,119.9000015,credit_card,3
CA-2015-132101,61.95999908,credit_card,6
CA-2015-132136,192.7200012,credit_card,1
CA-2015-132276,377.6159973,credit_card,10
CA-2015-132318,225.2960052,credit_card,1
CA-2015-132388,227.2200012,debit_card,8
CA-2015-132465,275.730011,credit_card,2
CA-2015-132486,1673,voucher,3
CA-2015-132570,70.90399933,credit_card,10
CA-2015-132626,610.1920166,credit_card,1
CA-2015-132815,91.95999908,credit_card,8
CA-2015-132906,35.04000092,credit_card,5
CA-2015-132941,579.0499878,credit_card,3
CA-2015-132948,6.923999786,credit_card,1
CA-2015-133025,20.95999908,debit_card,4
CA-2015-133242,973.1480103,debit_card,5
CA-2015-133396,47.29999924,credit_card,1
CA-2015-133445,16.99600029,credit_card,7
CA-2015-133452,8.859999657,credit_card,10
CA-2015-133494,54.31999969,credit_card,1
CA-2015-133536,47.52000046,debit_card,8
CA-2015-133627,31.98399925,credit_card,11
CA-2015-133837,184.7519989,credit_card,5
CA-2015-133977,79.95999908,credit_card,4
CA-2015-134075,1023.140015,debit_card,10
CA-2015-134082,2.920000076,credit_card,4
CA-2015-134117,680.6359863,credit_card,2
CA-2015-134201,1268.540039,credit_card,2
CA-2015-134257,69.69999695,credit_card,2
CA-2015-134719,1740.060059,credit_card,2
CA-2015-134747,437.1220093,credit_card,10
CA-2015-134782,84.08999634,credit_card,12
CA-2015-134859,205.3280029,credit_card,1
CA-2015-134894,22.5,credit_card,1
CA-2015-134922,48.0320015,credit_card,2
CA-2015-134943,31.5,credit_card,4
CA-2015-134992,1723.218018,credit_card,2
CA-2015-135020,2406.570068,credit_card,7
CA-2015-135174,9.840000153,credit_card,3
CA-2015-135251,479.4379883,credit_card,1
CA-2015-135272,1.963999987,credit_card,10
CA-2015-135363,536.8200073,credit_card,2
CA-2015-135391,2356.820068,credit_card,4
CA-2015-135489,13.07999992,credit_card,3
CA-2015-135510,15.84000015,credit_card,4
CA-2015-135538,19.44000053,debit_card,6
CA-2015-135545,4563.189941,credit_card,2
CA-2015-135580,367.6400146,credit_card,10
CA-2015-135622,315.4819946,debit_card,1
CA-2015-135685,567.632019,credit_card,8
CA-2015-135727,43.58399963,credit_card,1
CA-2015-135853,435.70401,debit_card,1
CA-2015-136105,177.1999969,credit_card,3
CA-2015-136147,65.30400085,credit_card,2
CA-2015-136196,368.9100037,voucher,1
CA-2015-136224,165.6000061,credit_card,6
CA-2015-136378,74.35199738,credit_card,10
CA-2015-136420,93.83000183,credit_card,6
CA-2015-136469,665.4279785,credit_card,1
CA-2015-136658,13.87199974,credit_card,5
CA-2015-136728,13.48799992,credit_card,8
CA-2015-136735,17.94000053,credit_card,10
CA-2015-136798,619.901001,credit_card,2
CA-2015-136805,88.62599945,debit_card,2
CA-2015-137064,1512.73999,credit_card,8
CA-2015-137071,563.4299927,credit_card,6
CA-2015-137106,4799.983887,credit_card,4
CA-2015-137113,1421.452026,debit_card,1
CA-2015-137225,62.65000153,credit_card,10
CA-2015-137281,15.27999973,credit_card,2
CA-2015-137302,1235.089966,credit_card,8
CA-2015-137512,222.9340057,credit_card,2
CA-2015-137526,294.6547852,credit_card,3
CA-2015-137603,66.97599792,credit_card,3
CA-2015-137708,431.0069885,credit_card,10
CA-2015-137750,21.95999908,credit_card,10
CA-2015-137897,52.91199875,credit_card,8
CA-2015-137925,22.54500008,debit_card,3
CA-2015-137946,738.7299805,credit_card,1
CA-2015-137974,676.0430298,credit_card,1
CA-2015-138002,394.7730103,credit_card,5
CA-2015-138009,101.5360031,credit_card,10
CA-2015-138219,12.20100021,credit_card,1
CA-2015-138331,34.70000076,debit_card,6
CA-2015-138457,61.09999847,credit_card,8
CA-2015-138485,4899.930176,credit_card,7
CA-2015-138492,549.9899902,voucher,10
CA-2015-138534,13.12800026,credit_card,1
CA-2015-138625,230.2799988,voucher,8
CA-2015-138674,35.2859993,credit_card,1
CA-2015-138898,131.904007,credit_card,2
CA-2015-138954,206.4600067,credit_card,2
CA-2015-139094,12.67000008,credit_card,2
CA-2015-139164,68.62400055,credit_card,4
CA-2015-139248,10.43999958,credit_card,3
CA-2015-139290,22.13999939,credit_card,1
CA-2015-139374,36.27000046,credit_card,1
CA-2015-139584,267.8720093,credit_card,8
CA-2015-139731,48.62799835,credit_card,4
CA-2015-139738,341.9599915,credit_card,2
CA-2015-139780,10.36800003,credit_card,2
CA-2015-139850,13.68799973,credit_card,5
CA-2015-139962,567.0800171,credit_card,5
CA-2015-140025,221.2319946,credit_card,1
CA-2015-140144,155.5099945,credit_card,10
CA-2015-140221,134.7599945,credit_card,2
CA-2015-140375,364.9710083,credit_card,10
CA-2015-140410,137.4199982,credit_card,8
CA-2015-140557,854.9400024,credit_card,3
CA-2015-140718,406.8039856,credit_card,1
CA-2015-140830,61.41999817,credit_card,6
CA-2015-140921,942.6060181,credit_card,10
CA-2015-140984,853.2280273,credit_card,6
CA-2015-141012,94.56999969,credit_card,1
CA-2015-141040,250.6399994,debit_card,1
CA-2015-141145,72.7440033,credit_card,1
CA-2015-141243,243.3399963,credit_card,10
CA-2015-141250,151.723999,debit_card,2
CA-2015-141327,813.9840088,credit_card,3
CA-2015-141565,331.70401,credit_card,10
CA-2015-141593,651.9160156,credit_card,2
CA-2015-141740,102.8330002,credit_card,2
CA-2015-141754,11.21000004,credit_card,3
CA-2015-141768,8.447999954,credit_card,10
CA-2015-141810,40.77199936,credit_card,2
CA-2015-141936,125.9899979,credit_card,10
CA-2015-142027,12.84000015,credit_card,8
CA-2015-142041,27.93600082,credit_card,2
CA-2015-142055,3.160000086,voucher,8
CA-2015-142139,17.94000053,credit_card,2
CA-2015-142202,4.624000072,credit_card,8
CA-2015-142237,1038.57605,credit_card,4
CA-2015-142377,116.2799988,credit_card,8
CA-2015-142419,74.35199738,credit_card,4
CA-2015-142433,655.9000244,credit_card,2
CA-2015-142454,191.7920074,credit_card,3
CA-2015-142475,9.819999695,credit_card,2
CA-2015-142601,831.40802,credit_card,1
CA-2015-142692,503.9599915,credit_card,8
CA-2015-142734,122.9700012,credit_card,6
CA-2015-142755,1054.079956,credit_card,1
CA-2015-142930,39.75999832,credit_card,5
CA-2015-142937,15.53999996,credit_card,6
CA-2015-142944,577.0415039,credit_card,5
CA-2015-142993,45.67200089,debit_card,5
CA-2015-143077,153.9900055,credit_card,5
CA-2015-143105,1283.281982,credit_card,5
CA-2015-143119,1067.939941,credit_card,4
CA-2015-143147,1172.31604,debit_card,1
CA-2015-143238,9.215999603,credit_card,8
CA-2015-143364,540.4899902,credit_card,2
CA-2015-143490,2663.667969,credit_card,10
CA-2015-143532,82.40000153,voucher,2
CA-2015-143616,4.662000179,credit_card,1
CA-2015-143700,20.7840004,credit_card,3
CA-2015-143882,17.94000053,voucher,10
CA-2015-143980,72.58799744,credit_card,6
CA-2015-144043,89.56800079,credit_card,6
CA-2015-144099,34.20000076,credit_card,3
CA-2015-144190,85.2460022,credit_card,2
CA-2015-144253,286.9299927,credit_card,10
CA-2015-144267,482.8320007,credit_card,5
CA-2015-144274,2251.575928,credit_card,3
CA-2015-144288,30.56999969,credit_card,1
CA-2015-144302,899.4299927,debit_card,2
CA-2015-144386,45.91999817,credit_card,1
CA-2015-144519,176.1519928,credit_card,2
CA-2015-144652,331.0230103,voucher,2
CA-2015-144722,13.35999966,voucher,1
CA-2015-144806,687.7139893,credit_card,8
CA-2015-144890,4.711999893,credit_card,3
CA-2015-145065,70.19200134,credit_card,1
CA-2015-145184,172.8000031,credit_card,1
CA-2015-145324,32.40000153,credit_card,3
CA-2015-145352,1083.637939,credit_card,2
CA-2015-145394,448.8500061,credit_card,3
CA-2015-145401,2.970000029,credit_card,2
CA-2015-145415,245.9799957,credit_card,1
CA-2015-145457,6.159999847,debit_card,2
CA-2015-145485,8.711999893,credit_card,5
CA-2015-145814,18.76799965,credit_card,3
CA-2015-145828,212.9400024,credit_card,3
CA-2015-145835,785.2440186,credit_card,1
CA-2015-145849,390.1239929,credit_card,1
CA-2015-146038,15.75,credit_card,8
CA-2015-146087,409.5899963,credit_card,10
CA-2015-146255,814.0679932,credit_card,2
CA-2015-146262,453.1440125,credit_card,5
CA-2015-146290,3.809999943,credit_card,7
CA-2015-146465,17.94000053,credit_card,5
CA-2015-146486,665.1699829,credit_card,7
CA-2015-146563,4003.565918,credit_card,2
CA-2015-146675,259.5660095,credit_card,1
CA-2015-146696,10.94999981,credit_card,2
CA-2015-146829,16.52000046,credit_card,10
CA-2015-146948,200.4759979,credit_card,1
CA-2015-147011,106.3199997,credit_card,8
CA-2015-147102,239.6999969,credit_card,3
CA-2015-147501,134.2599945,credit_card,1
CA-2015-147529,764.7280273,debit_card,4
CA-2015-147690,1166.920044,credit_card,2
CA-2015-147788,139.6880035,debit_card,3
CA-2015-147816,25.39999962,credit_card,8
CA-2015-147830,539.8660278,credit_card,3
CA-2015-147851,49.63199997,debit_card,8
CA-2015-148180,33.99599838,credit_card,10
CA-2015-148250,251.3760071,credit_card,2
CA-2015-148376,1161.06604,credit_card,10
CA-2015-148432,349.8680115,credit_card,1
CA-2015-148495,119.0400009,credit_card,4
CA-2015-148628,1.187999964,debit_card,1
CA-2015-148635,400.1040039,debit_card,1
CA-2015-148705,18.15999985,credit_card,1
CA-2015-148712,52.2120018,credit_card,8
CA-2015-148859,6.407999992,credit_card,1
CA-2015-148964,1685.880005,credit_card,1
CA-2015-149083,14.52000046,credit_card,4
CA-2015-149300,5.888000011,credit_card,1
CA-2015-149342,395.8699951,credit_card,4
CA-2015-149384,4.360000134,credit_card,8
CA-2015-149517,742.3359985,credit_card,2
CA-2015-149566,689.9400024,debit_card,2
CA-2015-149587,789.1099854,debit_card,2
CA-2015-149601,54.32799911,credit_card,1
CA-2015-149636,169.697998,voucher,3
CA-2015-149650,572.7600098,credit_card,2
CA-2015-149678,96.95999908,credit_card,2
CA-2015-149713,337.9039917,credit_card,1
CA-2015-149734,16.22999954,credit_card,3
CA-2015-149748,640.8300171,credit_card,1
CA-2015-149811,98.7519989,credit_card,1
CA-2015-149846,440.9219971,debit_card,2
CA-2015-149909,671.3380127,credit_card,7
CA-2015-149972,466.223999,credit_card,7
CA-2015-149993,77.95200348,credit_card,2
CA-2015-150196,8.640000343,credit_card,5
CA-2015-150308,9.984000206,credit_card,1
CA-2015-150441,10.74400043,credit_card,2
CA-2015-150511,81.43800354,credit_card,1
CA-2015-150560,63.90000153,debit_card,10
CA-2015-150714,400.3420105,debit_card,3
CA-2015-150749,631.7819824,credit_card,6
CA-2015-150770,91.84799957,debit_card,1
CA-2015-150791,7.311999798,credit_card,1
CA-2015-150875,544.0079956,credit_card,10
CA-2015-151043,79.13999939,credit_card,3
CA-2015-151253,460.506012,credit_card,13
CA-2015-151470,10.89599991,credit_card,10
CA-2015-151547,39.29600143,debit_card,3
CA-2015-151589,728.8480225,credit_card,3
CA-2015-151624,598.4580078,credit_card,2
CA-2015-151680,3.75,credit_card,1
CA-2015-151722,1282.410034,credit_card,8
CA-2015-151785,429.6000061,credit_card,7
CA-2015-151841,137.3840027,credit_card,2
CA-2015-151869,839.7600098,credit_card,3
CA-2015-152513,119.9759979,credit_card,8
CA-2015-152527,25.29999924,voucher,2
CA-2015-152611,408.743988,credit_card,4
CA-2015-152681,31.08600044,debit_card,2
CA-2015-152891,89.45600128,voucher,2
CA-2015-153038,106.0400009,credit_card,1
CA-2015-153073,1196.859985,debit_card,1
CA-2015-153108,821.7319946,credit_card,3
CA-2015-153220,446.0679932,credit_card,3
CA-2015-153325,12.53999996,credit_card,1
CA-2015-153381,25.07999992,credit_card,5
CA-2015-153388,292.7520142,debit_card,1
CA-2015-153416,561.6140137,credit_card,8
CA-2015-153423,47.97600174,credit_card,1
CA-2015-153535,98.30200195,credit_card,2
CA-2015-153549,23.20000076,credit_card,7
CA-2015-153612,9.248000145,credit_card,1
CA-2015-153626,12.96000004,debit_card,10
CA-2015-153717,2272.041016,credit_card,4
CA-2015-153738,599.9899902,credit_card,1
CA-2015-153752,15.47000027,credit_card,5
CA-2015-153794,636.40802,credit_card,3
CA-2015-153878,201.9660034,credit_card,3
CA-2015-153906,60.04800034,credit_card,7
CA-2015-154144,61.19200134,credit_card,1
CA-2015-154200,391.980011,credit_card,3
CA-2015-154284,1264.125977,credit_card,4
CA-2015-154291,10.68799973,credit_card,1
CA-2015-154326,674.6480103,credit_card,6
CA-2015-154340,14.93999958,credit_card,5
CA-2015-154620,13.90400028,credit_card,5
CA-2015-154746,588.6480103,credit_card,1
CA-2015-154795,99.87200165,voucher,3
CA-2015-154823,198.7440033,credit_card,3
CA-2015-154886,5.079999924,credit_card,2
CA-2015-154900,60.79999924,credit_card,10
CA-2015-154970,18.69000053,credit_card,1
CA-2015-155040,332.0280151,credit_card,1
CA-2015-155068,541.9420166,credit_card,1
CA-2015-155124,906.6799927,credit_card,2
CA-2015-155145,105.5839996,credit_card,6
CA-2015-155306,366.2770081,credit_card,2
CA-2015-155334,63.5359993,credit_card,3
CA-2015-155453,3.007999897,debit_card,4
CA-2015-155586,672.5040283,credit_card,3
CA-2015-155600,1279.959961,credit_card,10
CA-2015-155635,13.11999989,credit_card,6
CA-2015-155761,1558.140015,credit_card,5
CA-2015-156013,13.60400009,credit_card,3
CA-2015-156104,205.3327942,credit_card,10
CA-2015-156118,195.6399994,credit_card,8
CA-2015-156153,66.02999878,credit_card,7
CA-2015-156328,12.96000004,debit_card,4
CA-2015-156335,359.3760071,credit_card,2
CA-2015-156377,369.0599976,credit_card,1
CA-2015-156440,10.07999992,credit_card,1
CA-2015-156482,1517.348022,credit_card,8
CA-2015-156510,68.15200043,credit_card,4
CA-2015-156524,16.7840004,credit_card,8
CA-2015-156566,24.10000038,credit_card,2
CA-2015-156608,613.9992065,credit_card,2
CA-2015-156734,1661.630005,credit_card,10
CA-2015-156755,388.4299927,debit_card,1
CA-2015-156853,89.98000336,credit_card,2
CA-2015-157028,99.19999695,credit_card,4
CA-2015-157035,68.51999664,credit_card,2
CA-2015-157084,122.4700012,credit_card,10
CA-2015-157133,104.9700012,credit_card,8
CA-2015-157287,316.8720093,credit_card,6
CA-2015-157322,412.9259949,credit_card,1
CA-2015-157343,694.1599731,credit_card,2
CA-2015-157434,127.7850037,credit_card,3
CA-2015-157770,152.6580048,credit_card,3
CA-2015-157805,697.1599731,credit_card,1
CA-2015-157812,154.7140045,credit_card,8
CA-2015-157959,44.93999863,credit_card,1
CA-2015-158148,7.967999935,credit_card,1
CA-2015-158323,15.92000008,credit_card,8
CA-2015-158351,86.97000122,debit_card,4
CA-2015-158421,617.6400146,credit_card,4
CA-2015-158456,177.3399963,credit_card,1
CA-2015-158491,98.61000061,credit_card,10
CA-2015-158554,28.90999985,credit_card,10
CA-2015-158659,157.7400055,credit_card,4
CA-2015-158701,413.7839966,credit_card,1
CA-2015-158792,84.27200317,credit_card,1
CA-2015-158918,13.11999989,credit_card,5
CA-2015-158939,540.5700073,credit_card,1
CA-2015-159380,271.5599976,credit_card,2
CA-2015-159534,2517.603027,credit_card,2
CA-2015-159590,43.11999893,credit_card,8
CA-2015-159779,54.79199982,credit_card,2
CA-2015-159786,32.7840004,credit_card,2
CA-2015-159863,3.135999918,credit_card,3
CA-2015-160059,64.84799957,debit_card,10
CA-2015-160171,133.7279968,credit_card,8
CA-2015-160213,341.9909973,credit_card,3
CA-2015-160227,158.3679962,credit_card,5
CA-2015-160472,4124.131836,credit_card,1
CA-2015-160696,299.980011,credit_card,1
CA-2015-160787,235.1880035,debit_card,2
CA-2015-160794,78.66000366,credit_card,2
CA-2015-160864,18.4640007,credit_card,10
CA-2015-161214,33.27999878,credit_card,3
CA-2015-161242,2.864000082,debit_card,6
CA-2015-161263,958.697998,credit_card,3
CA-2015-161445,601.5360107,debit_card,6
CA-2015-161452,32.40000153,credit_card,4
CA-2015-161627,286.9299927,credit_card,2
CA-2015-161711,986.25,credit_card,2
CA-2015-161718,210.0480042,credit_card,8
CA-2015-161767,3.036000013,debit_card,3
CA-2015-161795,4.835999966,credit_card,3
CA-2015-161830,772.6040039,debit_card,6
CA-2015-161998,147.5279999,credit_card,2
CA-2015-162047,361.9200134,credit_card,1
CA-2015-162166,274.2860107,credit_card,1
CA-2015-162201,3051.783936,credit_card,10
CA-2015-162369,20.86000061,credit_card,1
CA-2015-162376,2273.897949,credit_card,2
CA-2015-162537,530.0900269,credit_card,8
CA-2015-162544,11.88000011,credit_card,5
CA-2015-162607,47.31999969,credit_card,1
CA-2015-162621,62.01599884,credit_card,10
CA-2015-162761,115.4860001,credit_card,4
CA-2015-162782,96.52999878,credit_card,8
CA-2015-162887,11.99199963,credit_card,1
CA-2015-162950,15.03999996,credit_card,6
CA-2015-162964,774.1439819,credit_card,6
CA-2015-163055,506.7000122,credit_card,3
CA-2015-163090,243.9199982,credit_card,8
CA-2015-163104,207,credit_card,2
CA-2015-163181,560.302002,credit_card,6
CA-2015-163237,61.01200104,credit_card,8
CA-2015-163440,335.7200012,credit_card,2
CA-2015-163587,1340.48999,credit_card,1
CA-2015-163734,127.8799973,credit_card,2
CA-2015-163762,13.97999954,debit_card,2
CA-2015-163923,90.80000305,credit_card,3
CA-2015-163965,274.1700134,credit_card,4
CA-2015-164007,98.44799805,credit_card,6
CA-2015-164084,758.0980225,credit_card,8
CA-2015-164301,75.18000031,credit_card,5
CA-2015-164336,285.0799866,credit_card,2
CA-2015-164427,27.2159996,credit_card,2
CA-2015-164441,551.8375244,credit_card,10
CA-2015-164497,273.9599915,credit_card,8
CA-2015-164539,119.9800034,credit_card,3
CA-2015-164567,76.77600098,credit_card,3
CA-2015-164623,34.94400024,credit_card,1
CA-2015-164777,97.04000092,credit_card,5
CA-2015-164833,158.5399933,credit_card,1
CA-2015-164882,1426.942017,credit_card,2
CA-2015-165050,110.3840027,credit_card,1
CA-2015-165057,736.5200195,credit_card,4
CA-2015-165085,13.91600037,credit_card,2
CA-2015-165162,23.36000061,credit_card,1
CA-2015-165414,30.93000031,debit_card,6
CA-2015-165554,45.68000031,credit_card,6
CA-2015-165624,896.7540283,credit_card,1
CA-2015-165799,68.59999847,credit_card,1
CA-2015-165813,150.8000031,credit_card,1
CA-2015-166135,51.11999893,credit_card,6
CA-2015-166219,81.13400269,credit_card,4
CA-2015-166338,479.9200134,credit_card,2
CA-2015-166464,4.671999931,credit_card,10
CA-2015-166492,157.5,credit_card,5
CA-2015-166583,2735.951904,credit_card,1
CA-2015-166604,43.13000107,credit_card,1
CA-2015-166800,30.31999969,debit_card,3
CA-2015-166947,5.328000069,credit_card,3
CA-2015-166975,24,credit_card,1
CA-2015-167010,2174.751953,credit_card,1
CA-2015-167255,548.8959961,credit_card,2
CA-2015-167269,631.960022,debit_card,7
CA-2015-167374,74.81999969,debit_card,3
CA-2015-167479,1319.800049,credit_card,10
CA-2015-167696,7.639999866,credit_card,1
CA-2015-167745,382.5799866,credit_card,2
CA-2015-168004,9.727999687,debit_card,4
CA-2015-168088,177.1600037,credit_card,1
CA-2015-168186,17.52000046,credit_card,2
CA-2015-168207,183.0980072,credit_card,6
CA-2015-168277,933.2620239,debit_card,3
CA-2015-168459,727.4879761,credit_card,10
CA-2015-168480,11.7840004,debit_card,3
CA-2015-168529,206.4299927,credit_card,3
CA-2015-168564,2403.291992,credit_card,7
CA-2015-168634,17.63999939,debit_card,2
CA-2015-168746,1190.421997,credit_card,2
CA-2015-168760,3.881999969,credit_card,10
CA-2015-168767,2.880000114,credit_card,1
CA-2015-168809,3311.88208,credit_card,2
CA-2015-169201,96.62400055,credit_card,5
CA-2015-169278,50.23199844,credit_card,1
CA-2015-169299,315.2000122,debit_card,2
CA-2015-169397,818.1879883,credit_card,1
CA-2015-169537,2621.322021,debit_card,3
CA-2015-169572,18.89999962,credit_card,3
CA-2015-169656,88.40000153,credit_card,1
CA-2015-169677,50.35200119,credit_card,2
CA-2015-169733,97.4240036,credit_card,10
CA-2015-169740,25.82999992,credit_card,2
CA-2015-169796,75.45600128,credit_card,5
CA-2016-100041,107.2799988,credit_card,5
CA-2016-100083,217.5839996,credit_card,3
CA-2016-100153,623.4647827,credit_card,10
CA-2016-100244,534.7319946,credit_card,7
CA-2016-100300,60.01800156,credit_card,4
CA-2016-100307,22.82999992,debit_card,8
CA-2016-100468,10.97999954,credit_card,8
CA-2016-100510,500.0400085,credit_card,1
CA-2016-100587,381.3599854,credit_card,8
CA-2016-100671,7.889999866,credit_card,4
CA-2016-100790,76.22000122,debit_card,1
CA-2016-100944,733.65802,credit_card,5
CA-2016-100965,17.47999954,credit_card,2
CA-2016-100993,1062.530029,credit_card,3
CA-2016-101161,2746.129883,debit_card,8
CA-2016-101168,36,credit_card,1
CA-2016-101189,7.656000137,credit_card,5
CA-2016-101329,712.5999756,credit_card,2
CA-2016-101336,666.3690186,credit_card,2
CA-2016-101343,9.960000038,voucher,3
CA-2016-101378,299.9750061,credit_card,10
CA-2016-101385,48.58000183,credit_card,10
CA-2016-101448,9.588000298,debit_card,1
CA-2016-101525,521.3040161,credit_card,8
CA-2016-101546,340.1440125,credit_card,8
CA-2016-101623,83.69999695,credit_card,4
CA-2016-101630,199.3040009,credit_card,1
CA-2016-101651,85.5059967,credit_card,3
CA-2016-101672,1751.635986,credit_card,8
CA-2016-101693,575.0300293,credit_card,10
CA-2016-101742,56.40000153,credit_card,2
CA-2016-101791,398.0020142,debit_card,2
CA-2016-101938,552,credit_card,1
CA-2016-101966,419.3999939,debit_card,1
CA-2016-101980,286.2080078,credit_card,1
CA-2016-102092,69.98999786,credit_card,5
CA-2016-102127,605.0239868,credit_card,6
CA-2016-102134,34.74000168,credit_card,9
CA-2016-102162,273.6619873,credit_card,1
CA-2016-102456,67.80000305,credit_card,3
CA-2016-102498,51.75,debit_card,1
CA-2016-102561,366.5599976,debit_card,5
CA-2016-102596,164.7920074,credit_card,10
CA-2016-102792,55.36000061,credit_card,5
CA-2016-102813,11.31200027,credit_card,3
CA-2016-102932,461.8880005,credit_card,10
CA-2016-103037,154.8999939,credit_card,1
CA-2016-103107,593.2650146,credit_card,4
CA-2016-103128,31.74399948,credit_card,3
CA-2016-103163,40.90399933,credit_card,5
CA-2016-103359,68.54100037,credit_card,8
CA-2016-103464,15.55200005,credit_card,1
CA-2016-103709,169.4320068,credit_card,5
CA-2016-103730,1370.463013,credit_card,6
CA-2016-103891,9.56799984,credit_card,2
CA-2016-103919,68.11199951,credit_card,5
CA-2016-103947,1085.800049,credit_card,3
CA-2016-103982,728.3259888,credit_card,5
CA-2016-104150,977.0079956,credit_card,8
CA-2016-104157,227.0480042,debit_card,3
CA-2016-104276,46.79999924,credit_card,5
CA-2016-104311,440.9179993,credit_card,2
CA-2016-104633,954.9699707,credit_card,1
CA-2016-104689,367.9599915,credit_card,2
CA-2016-104969,14.76000023,credit_card,3
CA-2016-104983,17.94000053,credit_card,4
CA-2016-105018,177.647995,credit_card,5
CA-2016-105081,429.1520081,credit_card,2
CA-2016-105207,201.5639954,debit_card,2
CA-2016-105256,1114.400024,credit_card,1
CA-2016-105263,25.15999985,credit_card,2
CA-2016-105277,12.42000008,credit_card,7
CA-2016-105284,400.7839966,debit_card,2
CA-2016-105291,11.64599991,credit_card,1
CA-2016-105354,509.4880066,credit_card,8
CA-2016-105459,189.0279999,credit_card,10
CA-2016-105473,5.760000229,credit_card,10
CA-2016-105494,349.2600098,credit_card,3
CA-2016-105585,516.2299805,voucher,1
CA-2016-105732,1173.176025,credit_card,4
CA-2016-105753,5.903999805,credit_card,5
CA-2016-105760,396.9200134,credit_card,1
CA-2016-105781,110.4160004,credit_card,2
CA-2016-105816,177,credit_card,3
CA-2016-105900,173.4880066,credit_card,2
CA-2016-105963,1359.959961,credit_card,8
CA-2016-106075,151.9600067,credit_card,1
CA-2016-106243,58.36800003,credit_card,6
CA-2016-106278,149.0700073,credit_card,3
CA-2016-106306,231.7200012,credit_card,4
CA-2016-106341,22.95999908,credit_card,2
CA-2016-106383,27.36000061,credit_card,8
CA-2016-106397,65.08000183,credit_card,8
CA-2016-106460,27.92000008,credit_card,10
CA-2016-106530,1360.797974,credit_card,10
CA-2016-106558,254.2400055,credit_card,14
CA-2016-106621,30.84000015,credit_card,5
CA-2016-106656,40.68000031,credit_card,6
CA-2016-106894,235.1719971,credit_card,2
CA-2016-106915,16,debit_card,4
CA-2016-106950,1424.310059,credit_card,2
CA-2016-107104,196.0399933,credit_card,3
CA-2016-107146,581.6879883,debit_card,1
CA-2016-107202,3.303999901,credit_card,2
CA-2016-107216,1171.265991,credit_card,3
CA-2016-107328,2023.26001,credit_card,5
CA-2016-107475,450,credit_card,1
CA-2016-107615,9.239999771,debit_card,7
CA-2016-107783,650.7919922,credit_card,2
CA-2016-107790,2934.330078,credit_card,2
CA-2016-108056,1199.975952,credit_card,10
CA-2016-108105,34.32400131,credit_card,2
CA-2016-108196,3311.469971,credit_card,2
CA-2016-108210,185.9199982,credit_card,1
CA-2016-108350,12.39000034,credit_card,6
CA-2016-108364,36.74399948,debit_card,3
CA-2016-108434,10.36800003,credit_card,3
CA-2016-108567,15.93599987,credit_card,1
