metric_id,campaign_id,impressions,clicks,conversions,bounces,metric_date
3376,435,21518,1733,99,47,18-12-2017
3377,435,24894,662,242,193,21-12-2017
3378,435,18506,573,270,39,12-12-2017
3379,435,7653,572,491,92,13-12-2017
3380,435,3845,219,362,13,11-12-2017
3381,435,4334,279,145,137,17-12-2017
3382,436,10389,950,227,91,16-11-2016
3383,436,7882,713,26,123,21-11-2016
3384,436,15834,747,207,164,10-11-2016
3385,436,5128,608,199,170,17-11-2016
3386,436,15723,1830,243,65,13-11-2016
3387,436,9017,475,312,98,03-11-2016
3388,436,17294,415,225,129,19-11-2016
3389,436,18730,472,368,60,06-11-2016
3390,436,12828,749,268,182,20-11-2016
3391,436,8471,530,139,65,12-11-2016
3392,436,24473,2333,94,108,15-11-2016
3393,436,22904,595,87,88,04-11-2016
3394,436,18655,1429,469,185,18-11-2016
3395,436,3083,88,160,32,05-11-2016
3396,436,21637,2501,101,78,11-11-2016
3397,437,13754,1534,213,189,11-01-2018
3398,437,4270,494,447,96,26-01-2018
3399,437,18267,1600,172,55,07-01-2018
3400,437,15629,1462,458,98,04-01-2018
3401,437,7596,501,158,40,19-01-2018
3402,437,21707,1970,70,34,10-01-2018
3403,437,17701,1298,412,86,31-01-2018
3404,438,7291,540,130,125,23-09-2017
3405,438,16089,413,351,163,28-09-2017
3406,438,9436,815,97,53,05-10-2017
3407,438,19266,1472,12,39,04-10-2017
3408,438,21020,1273,167,31,01-10-2017
3409,438,17527,560,227,196,27-09-2017
3410,438,19465,528,30,144,29-09-2017
3411,438,24095,2745,188,165,25-09-2017
3412,438,5370,632,252,187,26-09-2017
3413,438,24304,827,173,68,02-10-2017
3414,438,10265,990,85,95,30-09-2017
3415,438,22183,1628,35,24,24-09-2017
3416,439,3965,306,456,137,25-12-2017
3417,439,24316,1802,163,86,11-01-2018
3418,439,3278,168,57,77,20-12-2017
3419,439,9848,849,421,129,07-01-2018
3420,439,5075,529,283,38,10-01-2018
3421,439,4864,300,183,104,23-12-2017
3422,439,8647,1002,79,55,21-12-2017
3423,439,7571,896,378,76,26-12-2017
3424,439,10062,591,270,192,16-01-2018
3425,439,6934,492,160,156,08-01-2018
3426,439,5577,165,159,12,29-12-2017
3427,440,9067,546,379,172,03-12-2016
3428,440,14949,726,490,150,02-12-2016
3429,440,22970,2704,299,198,06-12-2016
3430,440,4166,122,473,82,04-12-2016
3431,440,15236,625,275,161,01-12-2016
3432,440,23804,2679,75,13,28-11-2016
3433,440,3747,444,488,30,30-11-2016
3434,440,13104,460,183,148,29-11-2016
3435,441,3687,244,393,100,19-08-2016
3436,441,3955,210,2,175,15-08-2016
3437,441,20664,958,38,102,16-08-2016
3438,441,6043,724,333,148,12-08-2016
3439,441,16739,439,467,122,13-08-2016
3440,441,3086,87,412,154,18-08-2016
3441,441,14779,1498,422,22,14-08-2016
3442,441,23263,950,474,143,21-08-2016
3443,441,23610,805,148,5,20-08-2016
3444,441,17485,1340,361,189,17-08-2016
3445,442,21238,1913,318,45,03-05-2016
3446,442,14788,807,207,166,06-05-2016
3447,442,3810,157,18,44,26-04-2016
3448,442,3569,121,247,66,01-05-2016
3449,442,20797,1328,138,47,02-05-2016
3450,442,11534,752,403,106,30-04-2016
3451,442,11772,981,247,113,28-04-2016
3452,442,3707,213,141,184,27-04-2016
3453,442,22563,2354,488,185,05-05-2016
3454,442,15908,903,166,74,29-04-2016
3455,442,16189,1095,422,198,04-05-2016
3456,442,3184,261,281,97,24-04-2016
3457,443,10352,869,375,102,30-03-2017
3458,443,9574,826,309,123,21-03-2017
3459,443,15849,1114,90,63,07-04-2017
3460,443,18359,2014,446,180,03-04-2017
3461,443,16225,538,69,67,01-04-2017
3462,443,7748,306,414,160,18-03-2017
3463,443,16468,1346,498,34,22-03-2017
3464,444,22094,1019,187,29,09-06-2017
3465,444,20374,1882,466,152,13-06-2017
3466,444,9211,288,377,133,22-06-2017
3467,444,20866,2376,259,107,23-06-2017
3468,444,6675,290,364,167,15-06-2017
3469,444,10578,648,182,187,12-06-2017
3470,444,22798,1946,227,170,17-06-2017
3471,444,13639,452,98,139,25-06-2017
3472,444,7454,177,91,6,14-06-2017
3473,444,19507,1943,196,94,20-06-2017
3474,445,18234,1619,485,58,18-04-2017
3475,445,6758,713,364,35,05-05-2017
3476,445,16880,1743,335,118,12-05-2017
3477,445,16379,1867,404,61,28-05-2017
3478,445,12509,1304,351,154,06-05-2017
3479,445,20849,1034,444,158,29-04-2017
3480,445,6681,183,132,137,18-05-2017
3481,445,18304,1675,320,81,27-04-2017
3482,445,19517,538,102,149,02-05-2017
3483,445,21338,615,178,144,10-05-2017
3484,445,9953,816,382,23,01-05-2017
3485,445,9801,934,249,47,04-05-2017
3486,445,6262,455,117,8,03-05-2017
3487,445,18071,778,362,131,23-05-2017
3488,445,11490,1221,202,45,19-04-2017
3489,446,9007,644,180,49,20-12-2016
3490,446,6643,149,258,29,09-12-2016
3491,446,13653,1052,150,192,16-12-2016
3492,446,7150,594,50,39,10-12-2016
3493,446,22890,1318,19,70,13-12-2016
3494,446,13162,1120,229,90,19-12-2016
3495,447,20121,910,187,158,13-11-2016
3496,447,6276,677,222,33,14-11-2016
3497,447,16902,1315,369,16,10-11-2016
3498,447,12675,461,90,59,16-11-2016
3499,447,9699,794,135,78,11-12-2016
3500,447,12820,1350,488,81,11-11-2016
3501,447,10683,394,391,166,18-11-2016
3502,447,8016,410,458,98,01-12-2016
3503,447,10537,628,323,150,19-11-2016
3504,447,4030,423,173,137,15-11-2016
3505,447,14513,430,370,150,03-11-2016
3506,447,21475,1893,315,119,05-12-2016
3507,448,11939,1363,488,4,20-08-2016
3508,448,8105,483,287,57,21-08-2016
3509,448,3886,179,17,78,09-08-2016
3510,448,14948,362,151,106,15-08-2016
3511,448,6411,590,97,158,03-08-2016
3512,449,8910,344,89,106,29-07-2016
3513,449,16933,1470,55,86,01-08-2016
3514,449,14552,900,24,121,06-08-2016
3515,449,24447,1305,497,58,28-07-2016
3516,449,7819,635,392,41,27-07-2016
3517,450,14552,481,497,35,18-08-2017
3518,450,6756,517,413,133,02-08-2017
3519,450,18106,556,88,11,14-08-2017
3520,450,14388,1186,50,180,10-08-2017
3521,450,7345,239,321,191,04-08-2017
3522,450,18005,2102,166,152,24-07-2017
3523,450,17961,690,223,156,07-08-2017
3524,451,15308,323,24,154,02-01-2018
3525,451,23667,2499,458,142,21-01-2018
3526,451,19483,1765,14,73,20-01-2018
3527,451,21212,1980,350,5,15-01-2018
3528,451,13783,560,475,8,01-01-2018
3529,451,16635,996,143,95,24-01-2018
3530,451,12997,862,353,35,26-01-2018
3531,451,16763,757,63,95,27-01-2018
3532,451,19945,1115,370,40,14-01-2018
3533,451,17458,920,224,169,04-01-2018
3534,451,5859,299,270,17,19-01-2018
3535,451,18035,1370,465,26,31-12-2017
3536,452,22621,1745,389,21,13-09-2017
3537,452,24067,2626,97,166,26-09-2017
3538,452,6848,407,24,50,24-09-2017
3539,452,14798,637,186,196,19-09-2017
3540,452,21925,1897,457,106,17-09-2017
3541,452,5283,231,426,149,16-10-2017
3542,452,3941,239,368,60,14-09-2017
3543,452,13732,1641,294,123,17-10-2017
3544,452,21525,2577,481,96,21-09-2017
3545,452,19826,2104,411,22,02-10-2017
3546,452,23311,977,337,140,23-09-2017
3547,452,16712,2001,480,180,30-09-2017
3548,452,11421,1307,76,190,19-10-2017
3549,453,16163,555,188,114,29-09-2016
3550,453,18894,1986,66,29,23-10-2016
3551,453,22740,1552,277,45,11-10-2016
3552,453,18900,1403,119,150,06-10-2016
3553,453,10541,703,166,146,25-10-2016
3554,453,21125,2409,389,188,16-10-2016
3555,453,24449,1141,355,89,27-10-2016
3556,453,24747,1749,437,111,09-10-2016
3557,454,21066,1543,15,46,26-12-2016
3558,454,17264,929,406,82,22-12-2016
3559,454,7055,387,422,70,25-12-2016
3560,454,4510,332,266,1,21-12-2016
3561,454,20010,701,178,49,19-12-2016
3562,454,4607,470,479,126,24-12-2016
3563,454,16381,1695,388,32,23-12-2016
3564,454,16700,388,131,156,28-12-2016
3565,454,23403,591,359,17,20-12-2016
3566,454,6358,416,355,123,27-12-2016
3567,455,11976,267,423,113,13-08-2016
3568,455,3588,365,453,131,10-08-2016
3569,455,14226,1049,30,183,09-08-2016
3570,455,17530,930,113,93,16-08-2016
3571,455,19820,937,285,62,18-08-2016
3572,455,23393,2021,421,112,11-08-2016
3573,455,8301,919,235,191,12-08-2016
3574,455,20707,787,255,159,15-08-2016
3575,455,6774,778,351,145,14-08-2016
3576,455,20371,920,81,106,08-08-2016
3577,456,16901,1258,386,88,12-12-2017
3578,456,16395,602,387,156,03-12-2017
3579,456,7081,662,389,60,02-12-2017
3580,456,11057,1034,44,38,06-12-2017
3581,456,7537,547,102,183,09-12-2017
3582,456,7933,735,126,5,15-12-2017
3583,456,16695,853,376,167,16-12-2017
3584,456,5714,640,452,102,17-12-2017
3585,456,7022,258,206,113,01-12-2017
3586,456,19413,1737,404,163,05-12-2017
3587,457,21751,529,66,126,21-09-2017
3588,457,23174,1452,429,150,25-09-2017
3589,457,10053,926,308,115,16-09-2017
3590,457,8441,398,91,126,18-09-2017
3591,457,14481,847,456,29,24-09-2017
3592,457,5210,196,205,132,19-09-2017
3593,457,4384,415,470,122,17-09-2017
3594,457,5717,279,119,107,23-09-2017
3595,457,16543,907,313,112,20-09-2017
3596,457,21888,1167,37,141,22-09-2017
3597,458,21343,1704,425,77,25-11-2017
3598,458,15310,1680,343,36,12-11-2017
3599,458,4064,465,48,97,04-12-2017
3600,458,8637,918,259,60,21-11-2017
3601,458,3449,266,256,1,22-11-2017
3602,458,9790,1147,414,184,07-11-2017
3603,458,12064,353,470,147,11-11-2017
3604,458,22359,2138,181,91,27-11-2017
3605,458,10205,595,457,141,20-11-2017
3606,458,18927,484,296,73,30-11-2017
3607,458,24020,975,167,152,13-11-2017
3608,458,4389,214,29,74,15-11-2017
3609,458,17628,1962,192,171,19-11-2017
3610,459,17466,1850,457,140,30-05-2017
3611,459,10070,1145,136,66,20-05-2017
3612,459,10914,1147,465,169,22-05-2017
3613,459,15364,321,395,17,17-05-2017
3614,459,3339,227,478,88,15-05-2017
3615,459,11029,601,79,167,26-05-2017
3616,459,23971,1775,295,152,23-05-2017
3617,460,23990,2428,45,175,02-12-2017
3618,460,6878,551,319,149,26-11-2017
3619,460,12165,579,127,116,06-12-2017
3620,460,3203,256,298,44,20-11-2017
3621,460,6477,332,35,88,03-12-2017
3622,460,8341,487,469,167,19-11-2017
3623,460,23044,1396,483,69,23-11-2017
3624,460,10070,220,293,172,18-11-2017
3625,460,6711,162,282,126,01-12-2017
3626,460,11304,793,294,95,05-12-2017
3627,460,12893,356,328,47,07-12-2017
3628,460,4816,116,22,72,28-11-2017
3629,460,16228,1444,381,149,04-12-2017
3630,461,6519,777,231,171,25-08-2017
3631,461,9721,550,56,121,06-08-2017
3632,461,6756,378,417,58,30-08-2017
3633,461,8340,451,473,9,10-08-2017
3634,461,23484,1326,82,129,12-08-2017
3635,461,16435,1764,288,134,28-07-2017
3636,461,15168,1592,261,38,31-07-2017
3637,461,3913,140,214,29,16-08-2017
3638,461,16690,688,82,6,01-08-2017
3639,462,7502,374,0,0,16-04-2017
3640,462,7055,795,498,19,19-04-2017
3641,462,11749,758,22,62,11-05-2017
3642,462,6045,141,83,140,09-05-2017
3643,462,11983,1030,290,98,08-05-2017
3644,462,13479,686,483,147,15-04-2017
3645,462,12780,1428,380,23,03-05-2017
3646,462,21039,1785,116,134,29-04-2017
3647,462,19872,794,18,4,09-04-2017
3648,462,19352,1641,281,35,06-05-2017
3649,463,22876,1509,36,144,17-10-2016
3650,463,6163,301,220,131,23-10-2016
3651,463,6071,193,383,73,28-09-2016
3652,463,15173,945,1,174,11-10-2016
3653,463,24095,849,342,105,27-10-2016
3654,463,3491,98,160,125,20-10-2016
3655,463,23444,2319,388,22,05-10-2016
3656,463,3668,254,377,157,21-10-2016
3657,463,10578,306,69,176,14-10-2016
3658,463,7219,456,93,132,06-10-2016
3659,464,7984,235,434,122,02-06-2017
3660,464,20887,548,377,133,05-06-2017
3661,464,8185,587,327,26,03-06-2017
3662,464,14706,1102,44,53,06-06-2017
3663,464,16937,860,360,107,07-06-2017
3664,464,23538,1304,366,46,09-06-2017
3665,464,3720,183,260,173,08-06-2017
3666,464,5808,283,399,103,04-06-2017
3667,464,7245,725,283,101,01-06-2017
3668,465,5081,503,481,104,23-04-2017
3669,465,3774,147,149,8,19-04-2017
3670,465,19542,1018,164,141,16-04-2017
3671,465,18973,1300,139,89,28-04-2017
3672,465,15199,480,307,191,30-04-2017
3673,465,10307,1079,58,79,15-04-2017
3674,465,13602,1248,90,43,20-04-2017
3675,465,4860,291,458,32,26-04-2017
3676,465,24621,544,365,189,02-05-2017
3677,465,23805,1412,278,181,18-04-2017
3678,465,9996,994,239,70,25-04-2017
3679,465,8966,525,271,47,24-04-2017
3680,465,6457,765,163,166,29-04-2017
3681,465,13898,1332,91,68,01-05-2017
3682,465,24311,2336,231,13,27-04-2017
3683,466,5353,273,423,79,29-03-2017
3684,466,8253,332,6,8,14-03-2017
3685,466,6060,429,474,166,26-03-2017
3686,466,16212,589,333,11,17-03-2017
3687,466,10286,713,377,110,15-03-2017
3688,466,7961,811,371,56,20-03-2017
3689,466,12989,1050,425,158,31-03-2017
3690,466,6320,495,416,31,12-03-2017
3691,466,3121,227,380,76,24-03-2017
3692,466,20439,1293,398,33,06-04-2017
3693,466,3052,262,418,43,01-04-2017
3694,466,7066,544,186,176,03-03-2017
3695,466,16092,798,11,18,06-03-2017
3696,466,5386,436,25,56,19-03-2017
3697,466,21222,430,182,88,22-03-2017
3698,467,17631,987,498,133,25-04-2016
3699,467,9204,347,467,42,16-04-2016
3700,467,20188,1434,150,98,23-04-2016
3701,467,3885,251,338,169,14-04-2016
3702,467,14306,1530,379,124,15-04-2016
3703,467,22000,458,292,79,28-04-2016
3704,467,11830,962,316,71,27-04-2016
3705,467,24934,745,24,121,11-04-2016
3706,468,23563,989,24,8,02-08-2016
3707,468,9302,745,283,28,16-08-2016
3708,468,13844,825,232,158,31-08-2016
3709,468,21370,1050,287,46,01-08-2016
3710,468,3114,317,474,177,13-08-2016
3711,468,12015,827,94,114,24-08-2016
3712,468,20991,578,203,177,19-08-2016
3713,468,9225,198,495,160,23-08-2016
3714,468,12428,971,31,32,21-08-2016
3715,468,9752,689,411,44,15-08-2016
3716,469,20241,2072,273,127,19-09-2017
3717,469,4577,196,275,168,24-09-2017
3718,469,3550,294,440,102,21-09-2017
3719,469,7840,572,471,118,18-09-2017
3720,469,11813,396,230,152,20-09-2017
3721,469,11619,1030,444,8,17-09-2017
3722,469,10700,614,41,193,14-09-2017
3723,469,19115,1408,20,6,25-09-2017
3724,469,13632,1268,256,160,16-09-2017
3725,469,10514,892,52,35,22-09-2017
3726,469,18037,1991,277,104,15-09-2017
3727,469,11891,981,192,183,23-09-2017
3728,470,24874,1365,475,104,09-11-2016
3729,470,11397,609,334,189,19-10-2016
3730,470,9298,238,183,12,04-11-2016
3731,470,22318,921,430,135,31-10-2016
3732,470,5285,142,394,154,15-11-2016
3733,470,7962,703,19,105,18-10-2016
3734,470,12371,247,195,180,14-11-2016
3735,470,20588,1397,337,42,07-11-2016
3736,470,5294,409,145,27,08-11-2016
3737,470,16381,430,18,111,06-11-2016
3738,470,24619,719,133,53,25-10-2016
3739,470,15698,1216,438,97,13-11-2016
3740,470,6481,480,366,82,22-10-2016
3741,470,18564,1507,282,169,01-11-2016
3742,470,20697,1587,382,3,05-11-2016
3743,471,20837,451,294,153,24-05-2017
3744,471,14971,551,484,190,18-05-2017
3745,471,12659,1172,68,148,17-05-2017
3746,471,3714,354,311,75,20-05-2017
3747,471,19566,1594,355,148,21-05-2017
3748,471,20472,1308,485,64,19-05-2017
3749,471,3536,176,173,42,23-05-2017
3750,471,8320,411,224,29,22-05-2017
3751,471,11225,321,273,56,25-05-2017
3752,472,18479,1930,462,83,23-09-2017
3753,472,24275,1398,331,66,17-09-2017
3754,472,12681,1250,466,7,07-09-2017
3755,472,9145,254,47,90,15-10-2017
3756,472,23528,1339,155,121,10-10-2017
3757,472,20337,1069,278,104,08-10-2017
3758,472,21712,1692,491,137,14-10-2017
3759,472,4193,362,263,83,21-09-2017
3760,472,22119,759,32,161,13-10-2017
3761,473,19943,668,304,116,24-12-2016
3762,473,8359,282,242,35,16-01-2017
3763,473,19843,1186,498,95,27-01-2017
3764,473,3695,112,473,107,06-01-2017
3765,473,7110,157,402,179,30-12-2016
3766,473,16793,423,164,41,13-01-2017
3767,473,16508,738,183,119,01-01-2017
3768,473,21468,578,239,118,25-01-2017
3769,473,13393,275,46,132,03-01-2017
3770,473,18973,1846,148,137,23-01-2017
3771,473,24990,744,246,152,04-01-2017
3772,474,16215,350,278,16,15-12-2016
3773,474,18435,1973,492,166,17-12-2016
3774,474,17875,2063,353,189,19-12-2016
3775,474,19393,2256,466,163,20-12-2016
3776,474,11804,1285,39,85,16-12-2016
3777,474,19112,2271,57,42,13-12-2016
3778,474,9735,1106,44,64,18-12-2016
3779,474,11724,632,256,13,14-12-2016
3780,475,20316,1448,287,181,29-04-2016
3781,475,7440,220,422,57,28-04-2016
3782,475,19002,2218,287,165,18-04-2016
3783,475,14135,995,332,58,23-04-2016
3784,475,13845,1463,130,106,14-04-2016
3785,475,21150,993,485,130,01-05-2016
3786,475,10802,298,321,79,15-04-2016
3787,475,18111,440,55,119,30-04-2016
3788,476,12642,858,273,184,01-04-2017
3789,476,14679,647,307,37,29-04-2017
3790,476,13626,1601,197,49,02-04-2017
3791,476,15655,1078,136,165,09-04-2017
3792,476,4876,237,53,131,03-05-2017
3793,476,8396,739,491,180,28-03-2017
3794,477,15207,1350,326,24,27-08-2016
3795,477,12427,896,365,158,19-08-2016
3796,477,11841,1084,444,31,13-08-2016
3797,477,18610,1439,30,129,12-08-2016
3798,477,19590,1091,132,7,24-08-2016
3799,477,18006,2057,425,2,25-08-2016
3800,477,21439,1776,380,102,11-08-2016
3801,477,11596,293,76,127,15-08-2016
3802,477,12811,1490,388,6,07-08-2016
3803,477,16960,1994,81,65,17-08-2016
3804,477,17899,743,246,74,29-08-2016
3805,477,11148,589,179,160,16-08-2016
3806,477,16591,1735,84,80,02-09-2016
3807,477,7345,628,53,188,28-08-2016
3808,477,9303,909,484,136,18-08-2016
3809,478,23037,781,3,80,22-12-2016
3810,478,3425,247,139,165,03-01-2017
3811,478,5661,289,246,82,29-12-2016
3812,478,16453,1682,330,136,24-12-2016
3813,478,4083,192,334,73,23-12-2016
3814,478,10666,724,59,135,26-12-2016
3815,478,24135,2614,473,191,07-01-2017
3816,478,12986,1488,79,11,27-12-2016
3817,478,20184,838,166,38,05-01-2017
3818,478,17531,676,276,95,18-12-2016
3819,478,24730,655,293,65,02-01-2017
3820,478,24664,2766,25,141,20-12-2016
3821,478,3272,150,7,193,16-12-2016
3822,478,15332,366,498,104,19-12-2016
3823,479,19232,1354,91,192,18-05-2016
3824,479,20374,873,192,96,14-05-2016
3825,479,5644,346,37,92,09-05-2016
3826,479,22668,1511,165,161,30-04-2016
3827,479,7500,173,101,164,13-05-2016
3828,479,7580,336,308,191,22-05-2016
3829,479,24956,2082,331,140,21-05-2016
3830,479,21039,1873,10,140,20-04-2016
3831,479,10081,1083,107,54,16-05-2016
3832,479,12413,261,219,21,25-04-2016
3833,479,9794,803,144,149,12-05-2016
3834,479,17819,1705,206,141,23-05-2016
3835,479,16005,426,292,172,22-04-2016
3836,480,12758,1261,279,155,18-06-2017
3837,480,17464,1558,34,60,04-06-2017
3838,480,9311,348,466,102,27-05-2017
3839,480,10894,828,431,93,23-06-2017
3840,480,13032,824,417,138,02-06-2017
3841,480,7951,836,492,173,17-06-2017
3842,480,6558,583,236,145,16-06-2017
3843,480,4472,175,155,156,21-06-2017
3844,480,13518,655,483,65,18-05-2017
3845,480,11203,1070,441,86,09-06-2017
3846,480,20855,1736,474,79,17-05-2017
3847,481,11750,1084,338,136,08-04-2016
3848,481,19132,1739,297,164,13-04-2016
3849,481,16138,1882,468,37,15-04-2016
3850,481,8933,190,369,194,05-04-2016
3851,481,8078,765,18,119,11-04-2016
3852,481,14467,1187,101,195,31-03-2016
3853,481,21348,2510,115,184,16-04-2016
3854,481,10639,424,44,6,03-04-2016
3855,481,19496,833,448,81,17-04-2016
3856,481,17322,711,405,108,07-04-2016
3857,482,6343,695,494,139,10-01-2018
3858,482,5173,310,136,56,14-01-2018
3859,482,19189,1899,347,182,09-01-2018
3860,482,9295,522,35,170,13-01-2018
3861,482,24244,615,320,196,05-01-2018
3862,483,19903,1725,282,101,29-08-2017
3863,483,7616,571,156,5,14-08-2017
3864,483,3259,223,71,188,15-08-2017
3865,483,15175,1807,443,46,01-09-2017
3866,483,3396,378,128,42,20-08-2017
3867,483,9183,637,302,128,30-08-2017
3868,483,17616,1249,455,34,21-08-2017
3869,483,18308,1402,270,63,02-09-2017
3870,483,13930,1074,152,9,24-08-2017
3871,483,5325,589,185,197,16-08-2017
3872,483,20736,494,426,87,26-08-2017
3873,483,24848,1830,264,162,23-08-2017
3874,483,4374,451,7,180,25-08-2017
3875,483,13477,737,146,92,03-09-2017
3876,483,8716,644,411,44,22-08-2017
3877,484,8480,794,102,37,28-06-2017
3878,484,4030,390,376,189,30-06-2017
3879,484,17795,1425,241,135,19-06-2017
3880,484,23634,2587,358,14,11-06-2017
3881,484,24509,2267,426,120,17-06-2017
3882,484,10969,619,489,35,14-06-2017
3883,484,5894,395,84,30,25-06-2017
3884,484,18917,1620,144,65,10-06-2017
3885,484,16620,1550,120,150,13-06-2017
3886,484,10179,869,81,162,23-06-2017
3887,484,12403,1128,462,68,27-06-2017
3888,485,18435,1413,406,65,01-03-2017
3889,485,11093,509,198,94,13-03-2017
3890,485,21762,1774,234,34,11-03-2017
3891,485,21654,1400,244,146,16-03-2017
3892,485,6610,457,46,178,21-03-2017
3893,485,13215,1394,400,126,05-03-2017
3894,485,19887,1595,83,91,03-03-2017
3895,486,17315,1156,244,13,14-01-2017
3896,486,11796,1238,300,106,24-01-2017
3897,486,7379,176,63,64,16-01-2017
3898,486,21359,935,305,3,03-02-2017
3899,486,19306,1140,318,43,22-01-2017
3900,486,19275,1828,371,196,15-01-2017
3901,487,7030,284,488,95,15-07-2016
3902,487,21002,1413,200,106,14-07-2016
3903,487,8141,237,142,195,09-06-2016
3904,487,18498,2145,289,102,07-06-2016
3905,487,3929,238,473,43,13-07-2016
3906,487,23842,2436,114,172,24-06-2016
3907,487,24594,1821,121,90,03-07-2016
3908,487,9234,274,13,155,08-07-2016
3909,488,20344,1793,154,169,14-03-2017
3910,488,3600,383,245,182,10-03-2017
3911,488,15529,1453,283,179,12-03-2017
3912,488,21677,642,102,179,08-03-2017
3913,488,7645,591,215,142,17-03-2017
3914,488,4184,204,5,155,18-03-2017
3915,488,23242,1129,325,128,09-03-2017
3916,488,9728,788,197,148,06-03-2017
3917,488,18230,922,356,81,13-03-2017
3918,489,18710,1919,179,87,14-01-2017
3919,489,3296,256,187,4,08-01-2017
3920,489,22002,2192,444,59,17-01-2017
3921,489,24413,601,94,94,09-01-2017
3922,489,22243,1046,355,195,16-01-2017
3923,489,12028,1425,328,28,15-01-2017
3924,489,6575,161,270,189,06-01-2017
3925,489,8555,541,336,59,26-01-2017
3926,490,15197,1406,448,85,29-08-2017
3927,490,10976,360,0,156,21-08-2017
3928,490,20640,2078,140,192,03-09-2017
3929,490,20158,1104,210,197,09-08-2017
3930,490,16690,382,297,142,06-08-2017
3931,490,5597,173,495,197,05-08-2017
3932,491,18049,1363,312,14,27-02-2017
3933,491,13370,1025,450,21,02-03-2017
3934,491,22903,596,309,190,18-03-2017
3935,491,23525,1247,146,69,28-02-2017
3936,491,24912,1232,116,50,20-02-2017
3937,491,20298,1178,84,130,03-03-2017
3938,491,23818,2631,57,89,09-03-2017
3939,491,5820,138,398,42,21-02-2017
3940,491,17021,1029,462,159,11-03-2017
3941,491,13164,981,315,14,20-03-2017
3942,491,7924,397,80,172,12-03-2017
3943,491,17746,1620,369,164,26-02-2017
3944,491,18705,382,205,103,08-03-2017
3945,492,9924,553,365,142,09-08-2017
3946,492,15108,1441,298,80,15-08-2017
3947,492,9840,632,316,127,22-08-2017
3948,492,24516,1374,90,164,22-07-2017
3949,492,18067,1142,31,118,14-08-2017
3950,492,6012,272,85,2,02-08-2017
3951,492,6755,756,131,126,08-08-2017
3952,492,23681,1493,253,16,12-08-2017
3953,492,5325,586,179,143,24-07-2017
3954,492,9616,308,14,83,28-07-2017
3955,492,7130,150,332,65,11-08-2017
3956,492,24360,562,142,128,03-08-2017
3957,492,20383,2123,21,151,17-08-2017
3958,492,13046,586,191,153,26-07-2017
3959,493,7335,490,113,153,22-09-2017
3960,493,18246,2127,286,88,13-09-2017
3961,493,17531,813,428,21,09-09-2017
3962,493,10315,1229,372,27,17-09-2017
3963,493,16650,354,243,41,30-09-2017
3964,493,13569,663,221,173,05-09-2017
3965,494,18834,1119,319,1,17-08-2017
3966,494,13854,1260,133,74,14-08-2017
3967,494,3863,301,411,86,18-08-2017
3968,494,19392,1825,461,49,29-08-2017
3969,494,16401,1819,48,31,24-08-2017
3970,494,11589,798,486,198,26-08-2017
3971,494,24007,860,324,158,15-08-2017
3972,494,23942,1359,98,167,23-08-2017
3973,494,11983,473,490,21,25-08-2017
3974,494,8350,393,424,22,20-08-2017
3975,494,19737,922,3,198,30-08-2017
3976,494,11602,1162,358,149,27-08-2017
3977,495,10842,1060,472,52,06-10-2016
3978,495,14173,1009,246,41,04-10-2016
3979,495,8506,553,348,149,07-10-2016
3980,495,3009,72,45,197,03-10-2016
3981,495,12867,1130,459,131,27-09-2016
3982,496,19284,1872,323,193,24-10-2017
3983,496,23641,2645,445,60,09-10-2017
3984,496,18883,1698,272,111,02-10-2017
3985,496,19274,1781,142,1,29-10-2017
3986,496,21957,1004,214,68,19-10-2017
3987,496,15312,823,161,33,27-10-2017
3988,496,12249,1397,309,187,26-10-2017
3989,496,14216,442,49,133,28-10-2017
3990,496,18445,1499,114,49,15-10-2017
3991,496,13034,629,398,86,13-10-2017
3992,496,11488,328,3,171,14-10-2017
3993,496,23187,2486,23,118,11-10-2017
3994,496,22469,2381,434,149,22-10-2017
3995,496,18940,1457,403,105,05-10-2017
3996,497,23512,1816,61,169,09-11-2016
3997,497,15171,1223,425,104,16-11-2016
3998,497,10443,982,381,69,22-11-2016
3999,497,6988,157,490,105,01-11-2016
4000,497,3640,170,350,7,31-10-2016
4001,497,7450,400,239,61,25-11-2016
4002,497,15065,973,288,188,16-10-2016
4003,497,21483,1261,121,168,23-11-2016
4004,497,21530,497,150,5,20-10-2016
4005,498,9838,774,444,60,06-08-2016
4006,498,20132,1792,5,109,29-07-2016
4007,498,22768,2075,231,174,20-08-2016
4008,498,12435,1414,343,0,07-08-2016
4009,498,20570,1802,434,74,16-08-2016
4010,498,19005,585,459,34,05-08-2016
4011,499,12360,380,402,32,25-03-2016
4012,499,4902,347,395,152,29-03-2016
4013,499,16109,576,255,189,22-03-2016
4014,499,19215,1554,450,110,28-03-2016
4015,499,7789,805,492,11,10-04-2016
4016,499,15298,1139,431,153,09-04-2016
4017,499,3504,318,416,34,26-03-2016
4018,499,18239,583,150,93,06-04-2016
4019,499,4077,393,120,183,06-03-2016
4020,499,11426,1261,416,196,08-03-2016
4021,499,4757,365,325,45,04-03-2016
4022,499,12192,1326,60,114,02-04-2016
4023,500,3009,311,93,190,19-04-2017
4024,500,21194,2017,216,9,18-04-2017
4025,500,6712,152,255,18,16-04-2017
4026,500,13046,1266,131,175,03-04-2017
4027,500,16543,1403,51,9,20-04-2017
