campaign_id,product_id,channel_id,budget,end_date,start_date,campaign_type
1115,FUR-CH-10003973,7,11288,21-08-2018,10-04-2018,Discount
1272,FUR-CH-10003973,5,42504,24-08-2018,05-04-2018,Brand Awareness
827,FUR-TA-10001095,1,15880,11-09-2017,04-03-2017,First-Time Buyer Campaign
895,OFF-FA-10003112,6,21081,16-06-2018,17-04-2018,Product Launch
502,FUR-TA-10002356,1,45794,14-04-2018,21-05-2017,Product Launch
106,FUR-CH-10004860,7,13934,22-09-2018,25-01-2018,First-Time Buyer Campaign
928,OFF-ST-10003994,5,27073,19-09-2018,26-02-2018,Seasonal Sale
1320,OFF-ST-10003994,2,10716,06-10-2018,11-11-2017,Win-Back Campaign
177,OFF-PA-10004675,7,9732,29-05-2017,15-02-2017,Win-Back Campaign
1126,OFF-AR-10001662,4,12944,09-06-2017,07-06-2016,Retargeting
493,OFF-BI-10004002,1,56426,08-04-2018,07-04-2017,Brand Awareness
1474,OFF-BI-10004002,4,13737,22-03-2018,17-10-2017,Engagement Campaign
1450,FUR-CH-10000309,7,6744,22-03-2017,19-04-2016,Flash Sale
657,OFF-BI-10004209,7,6318,28-03-2017,06-11-2016,Flash Sale
1088,TEC-PH-10000193,7,11864,08-03-2017,30-09-2016,Engagement Campaign
355,FUR-FU-10004864,1,36174,11-03-2017,07-04-2016,Seasonal Sale
1281,FUR-FU-10004864,3,14477,06-04-2017,05-04-2016,Flash Sale
189,OFF-AR-10000658,2,12035,09-08-2018,23-07-2017,Discount
1524,OFF-AR-10000658,7,18207,31-07-2018,14-06-2018,Discount
1050,TEC-AC-10001142,3,27349,28-08-2018,08-11-2017,Seasonal Sale
1480,TEC-AC-10001142,3,11780,17-08-2018,13-01-2018,First-Time Buyer Campaign
919,TEC-PH-10004093,6,29373,14-02-2018,04-07-2017,Conversion Campaign
798,OFF-ST-10001370,6,10431,14-03-2018,14-09-2017,Engagement Campaign
1314,OFF-ST-10001370,3,16747,12-03-2018,29-11-2017,First-Time Buyer Campaign
1362,OFF-ST-10001370,1,11060,28-02-2018,20-04-2017,Win-Back Campaign
1424,OFF-ST-10001370,5,16985,20-02-2018,30-11-2017,Discount
606,FUR-FU-10003601,2,14077,27-12-2017,25-08-2017,First-Time Buyer Campaign
164,TEC-PH-10001819,7,13971,08-05-2018,30-11-2017,Retargeting
476,TEC-PH-10001819,6,42334,10-05-2018,28-01-2018,Product Launch
113,FUR-BO-10002213,5,47633,16-05-2018,11-04-2017,Product Launch
348,FUR-BO-10002213,4,10822,07-05-2018,09-05-2017,Flash Sale
372,FUR-BO-10002213,3,18010,27-04-2018,10-02-2018,Engagement Campaign
1230,OFF-AP-10001947,3,25713,18-12-2017,03-04-2017,Seasonal Sale
386,OFF-AP-10004532,6,8693,19-06-2017,11-10-2016,Flash Sale
1231,OFF-PA-10000791,2,8860,12-06-2017,16-07-2016,Discount
1366,FUR-BO-10001601,5,49675,16-04-2017,17-04-2016,Brand Awareness
849,OFF-BI-10001757,4,13445,12-04-2018,21-05-2017,Discount
1125,OFF-BI-10001757,3,36620,15-05-2018,20-08-2017,Product Launch
1339,OFF-BI-10001757,7,29961,12-05-2018,11-11-2017,Seasonal Sale
408,OFF-BI-10001359,6,58347,25-09-2017,20-07-2017,Brand Awareness
1348,TEC-PH-10001079,4,28537,06-03-2018,16-10-2017,Brand Awareness
718,TEC-AC-10003399,2,36686,15-03-2018,21-07-2017,Seasonal Sale
1415,FUR-BO-10003546,5,42936,26-03-2018,19-06-2017,Product Launch
155,TEC-PH-10001305,1,52516,13-01-2018,21-06-2017,Brand Awareness
1184,TEC-PH-10001305,3,7485,11-01-2018,17-04-2017,Win-Back Campaign
470,OFF-BI-10002824,5,5246,28-05-2018,27-10-2017,Flash Sale
538,OFF-BI-10002824,4,11853,03-05-2018,01-03-2018,Retargeting
916,FUR-CH-10002084,6,10374,01-02-2018,09-07-2017,Retargeting
1380,OFF-ST-10000991,2,11918,05-01-2018,22-07-2017,Loyalty Campaign
1129,TEC-PH-10003092,2,19157,16-01-2018,07-03-2017,Seasonal Sale
757,OFF-ST-10002344,3,8184,11-01-2018,08-01-2017,Discount
632,TEC-PH-10000213,1,16818,02-01-2018,19-12-2016,Engagement Campaign
1386,TEC-PH-10000213,6,13292,26-12-2017,19-12-2016,Loyalty Campaign
1488,OFF-BI-10001036,2,11651,09-12-2017,29-09-2017,Engagement Campaign
298,OFF-BI-10000822,6,24389,26-12-2017,16-08-2017,Conversion Campaign
1067,FUR-FU-10000076,6,36572,13-01-2018,26-03-2017,Seasonal Sale
1267,FUR-FU-10000076,4,48631,08-12-2017,12-10-2017,Product Launch
1369,TEC-AC-10000682,7,23738,04-11-2017,11-11-2016,Seasonal Sale
474,OFF-PA-10001593,1,13932,11-08-2018,13-01-2018,Flash Sale
1576,OFF-PA-10001593,4,7819,25-07-2018,24-08-2017,First-Time Buyer Campaign
1518,OFF-AP-10003040,3,24097,06-08-2017,20-05-2017,Engagement Campaign
857,OFF-BI-10003925,6,23748,24-01-2018,31-08-2017,Seasonal Sale
1280,OFF-BI-10003925,6,9896,18-01-2018,13-01-2017,Discount
1387,OFF-BI-10003925,1,11860,21-01-2018,08-06-2017,Engagement Campaign
246,FUR-CH-10000847,3,14700,08-05-2018,16-08-2017,Discount
1390,OFF-ST-10003722,7,11060,14-09-2018,22-03-2018,Loyalty Campaign
1225,FUR-CH-10001270,6,10698,13-09-2018,11-02-2018,Win-Back Campaign
410,FUR-CH-10002044,7,45001,08-03-2018,10-03-2017,Product Launch
1092,FUR-FU-10002960,3,11925,20-12-2017,20-05-2017,First-Time Buyer Campaign
468,OFF-SU-10000952,2,19195,16-03-2017,22-06-2016,Conversion Campaign
1250,TEC-AC-10003174,5,25441,07-09-2018,28-05-2018,Brand Awareness
1149,TEC-PH-10000560,7,9743,28-08-2018,31-03-2018,Win-Back Campaign
350,FUR-CH-10001394,1,11399,12-08-2018,16-01-2018,Win-Back Campaign
103,FUR-FU-10000246,7,5633,15-08-2017,19-03-2017,Loyalty Campaign
704,FUR-FU-10000246,4,15394,17-08-2017,04-11-2016,Retargeting
696,OFF-ST-10004459,3,12784,31-08-2017,03-09-2016,First-Time Buyer Campaign
1377,OFF-ST-10004459,5,16486,20-08-2017,25-02-2017,Conversion Campaign
675,OFF-BI-10004492,3,13844,22-05-2018,21-12-2017,First-Time Buyer Campaign
892,TEC-AC-10000290,2,54924,17-10-2017,11-06-2017,Brand Awareness
498,OFF-PA-10001639,2,9760,30-09-2017,17-10-2016,Win-Back Campaign
645,OFF-PA-10004255,1,23013,14-08-2018,10-05-2018,Conversion Campaign
302,OFF-BI-10004465,3,32558,04-08-2018,29-08-2017,Product Launch
844,OFF-EN-10001539,5,48792,21-08-2018,29-05-2018,Brand Awareness
1061,FUR-CH-10002335,3,10445,02-09-2018,19-01-2018,Loyalty Campaign
1352,FUR-CH-10002335,2,13530,22-08-2018,29-01-2018,Retargeting
166,OFF-ST-10001590,4,15095,21-05-2018,21-06-2017,First-Time Buyer Campaign
832,FUR-CH-10000665,1,21623,08-08-2017,21-03-2017,Engagement Campaign
1053,FUR-CH-10000665,2,34623,23-08-2017,30-05-2017,Product Launch
809,FUR-FU-10002501,2,8937,17-04-2017,06-09-2016,First-Time Buyer Campaign
1004,FUR-FU-10002501,2,22023,24-04-2017,18-12-2016,Seasonal Sale
1564,FUR-FU-10002501,1,33253,24-03-2017,01-02-2017,Brand Awareness
588,OFF-PA-10001357,5,9774,07-10-2017,02-11-2016,Win-Back Campaign
968,OFF-PA-10001357,2,7776,19-10-2017,21-06-2017,First-Time Buyer Campaign
671,FUR-FU-10000758,3,34121,19-09-2017,01-07-2017,Seasonal Sale
972,FUR-FU-10000758,4,33224,20-09-2017,27-04-2017,Product Launch
130,FUR-FU-10000221,4,38480,03-08-2018,19-08-2017,Seasonal Sale
261,OFF-BI-10004600,1,5845,07-08-2018,30-10-2017,Loyalty Campaign
1532,FUR-FU-10002554,3,11194,28-10-2017,06-06-2017,Retargeting
1215,OFF-ST-10002957,7,5721,24-11-2017,03-03-2017,Loyalty Campaign
1356,OFF-ST-10002957,3,13897,28-10-2017,21-06-2017,Discount
1493,FUR-FU-10004053,5,15684,13-09-2018,20-10-2017,Discount
897,OFF-BI-10003094,5,12917,31-10-2017,26-06-2017,Loyalty Campaign
1108,OFF-BI-10003094,6,59477,24-10-2017,07-04-2017,Brand Awareness
664,OFF-EN-10003862,2,37721,10-11-2017,25-07-2017,Seasonal Sale
756,OFF-ST-10001328,2,11234,15-10-2017,03-12-2016,Loyalty Campaign
503,TEC-MA-10002930,7,11667,08-11-2017,16-11-2016,Engagement Campaign
815,TEC-MA-10002930,3,33630,18-10-2017,13-02-2017,Seasonal Sale
147,OFF-PA-10003892,4,26714,02-09-2017,10-04-2017,Product Launch
534,OFF-PA-10003892,2,12460,17-09-2017,25-08-2016,Win-Back Campaign
1592,OFF-PA-10003892,4,37647,11-08-2017,05-07-2017,Product Launch
936,TEC-AC-10001998,7,19598,03-09-2017,08-04-2017,Conversion Campaign
1342,TEC-AC-10001998,4,11020,27-08-2017,08-03-2017,Retargeting
678,FUR-FU-10004597,3,7625,20-08-2017,25-12-2016,First-Time Buyer Campaign
259,FUR-FU-10002253,6,27770,26-03-2018,16-09-2017,Conversion Campaign
768,TEC-PH-10003811,4,9796,19-11-2017,21-12-2016,Retargeting
1571,TEC-PH-10003811,2,46082,02-11-2017,11-04-2017,Brand Awareness
667,OFF-FA-10004854,6,11316,22-03-2018,09-07-2017,Discount
551,OFF-BI-10002103,7,15609,07-03-2018,17-10-2017,Win-Back Campaign
686,OFF-BI-10003981,6,18788,08-01-2018,31-05-2017,Engagement Campaign
569,TEC-AC-10002331,3,29025,05-08-2017,23-12-2016,Product Launch
485,OFF-PA-10000682,3,5733,26-04-2018,30-01-2018,Flash Sale
1142,OFF-BI-10004728,3,7118,02-06-2018,25-04-2017,First-Time Buyer Campaign
1113,OFF-EN-10004773,6,38656,02-02-2018,02-10-2017,Brand Awareness
989,FUR-FU-10002298,5,8294,02-01-2018,13-08-2017,Discount
1220,FUR-FU-10003799,1,25575,28-04-2017,02-11-2016,Seasonal Sale
309,OFF-PA-10000100,5,9125,25-12-2017,18-04-2017,First-Time Buyer Campaign
1331,OFF-AP-10000358,2,8581,21-09-2018,13-07-2018,Flash Sale
1376,OFF-AP-10001005,5,45789,29-03-2018,07-10-2017,Brand Awareness
1389,OFF-AP-10001005,3,22204,17-03-2018,12-11-2017,Engagement Campaign
766,OFF-AR-10003156,5,18899,03-06-2018,05-12-2017,Discount
367,OFF-AR-10002952,6,9573,11-03-2018,09-11-2017,Discount
981,FUR-FU-10000794,5,9727,04-04-2018,03-04-2017,Loyalty Campaign
227,TEC-PH-10001795,4,11508,07-06-2018,14-02-2018,Flash Sale
564,FUR-TA-10000688,6,9265,03-06-2018,03-01-2018,Retargeting
945,FUR-TA-10000688,6,26472,30-05-2018,12-03-2018,Seasonal Sale
168,FUR-TA-10002533,2,13111,10-12-2017,19-05-2017,Retargeting
1219,FUR-FU-10001847,6,25664,17-11-2017,23-08-2017,Conversion Campaign
1363,FUR-FU-10001847,5,19112,21-11-2017,06-11-2016,Engagement Campaign
517,FUR-CH-10004218,7,26622,21-11-2017,23-07-2017,Conversion Campaign
510,OFF-LA-10003498,7,14854,05-03-2018,02-10-2017,Loyalty Campaign
915,TEC-PH-10001552,5,11642,19-03-2018,19-12-2017,Engagement Campaign
917,OFF-AR-10004817,6,8983,25-03-2018,26-08-2017,Discount
864,OFF-FA-10002780,6,12550,15-09-2018,26-04-2018,Conversion Campaign
402,OFF-AP-10000179,6,20971,18-01-2018,13-12-2017,Conversion Campaign
440,OFF-AP-10000179,3,17547,15-02-2018,12-02-2017,Retargeting
185,TEC-MA-10000423,7,17165,17-04-2018,30-10-2017,Engagement Campaign
661,TEC-MA-10000423,4,14173,29-03-2018,27-03-2017,Engagement Campaign
962,FUR-FU-10000732,2,13924,24-05-2018,11-04-2018,Win-Back Campaign
1273,OFF-AP-10000696,6,17073,26-04-2017,24-04-2016,Discount
986,TEC-PH-10001580,5,18480,31-08-2018,26-11-2017,Seasonal Sale
1047,TEC-PH-10001580,3,12064,19-08-2018,02-12-2017,Engagement Campaign
1569,TEC-PH-10001580,4,17785,24-08-2018,04-10-2017,First-Time Buyer Campaign
1543,FUR-CH-10003535,3,8066,13-09-2018,16-09-2017,Flash Sale
477,FUR-CH-10002880,3,7241,09-07-2018,14-08-2017,Win-Back Campaign
1187,FUR-CH-10002880,7,26636,26-06-2018,20-06-2017,Brand Awareness
714,OFF-BI-10003364,1,23591,28-06-2018,13-06-2017,Engagement Campaign
171,OFF-AR-10003732,5,23886,12-07-2018,01-07-2017,Conversion Campaign
1060,OFF-AR-10002578,5,8609,11-01-2018,19-11-2017,Discount
754,FUR-BO-10001519,7,17388,09-02-2018,07-08-2017,Engagement Campaign
1472,OFF-SU-10000898,2,15746,27-01-2018,04-06-2017,Win-Back Campaign
163,TEC-AC-10000521,5,15885,19-11-2017,01-07-2017,First-Time Buyer Campaign
709,TEC-AC-10000521,2,29994,13-11-2017,03-09-2017,Seasonal Sale
614,OFF-PA-10001363,1,24463,14-11-2017,18-07-2017,Conversion Campaign
957,OFF-PA-10001363,5,7848,09-11-2017,12-10-2016,First-Time Buyer Campaign
1079,FUR-CH-10003298,2,6913,03-11-2017,01-08-2017,Loyalty Campaign
279,TEC-CO-10004202,4,15857,09-11-2017,03-09-2017,Retargeting
157,OFF-PA-10002464,1,20400,19-02-2018,14-07-2017,Seasonal Sale
1473,OFF-ST-10000675,2,8101,11-03-2018,12-03-2017,Win-Back Campaign
254,OFF-AR-10004648,6,7380,17-11-2017,30-06-2017,Retargeting
1312,OFF-AR-10004648,7,11983,31-10-2017,11-11-2016,Flash Sale
603,OFF-AR-10004999,4,10545,30-03-2018,08-11-2017,First-Time Buyer Campaign
1397,OFF-AR-10004999,7,25842,03-04-2018,04-06-2017,Seasonal Sale
539,OFF-ST-10003208,4,11396,25-12-2017,05-03-2017,Engagement Campaign
262,FUR-FU-10001861,3,15612,27-03-2017,13-07-2016,Win-Back Campaign
1058,FUR-FU-10001861,1,11933,14-04-2017,17-04-2016,Retargeting
1402,OFF-BI-10003527,2,12019,04-04-2017,01-04-2016,Engagement Campaign
1508,OFF-BI-10003527,2,8490,11-03-2017,28-10-2016,Flash Sale
1140,OFF-BI-10002571,3,40263,21-04-2018,10-09-2017,Brand Awareness
339,OFF-AP-10001563,4,18195,20-04-2018,17-05-2017,Conversion Campaign
341,TEC-PH-10002103,5,10010,13-08-2018,18-02-2018,Discount
424,FUR-FU-10000206,3,12139,23-08-2018,10-04-2018,Loyalty Campaign
1054,FUR-FU-10000206,7,19973,30-08-2018,22-11-2017,Engagement Campaign
591,OFF-SU-10004782,1,21130,11-11-2017,14-02-2017,Conversion Campaign
924,OFF-PA-10003673,6,18521,29-07-2018,27-11-2017,Engagement Campaign
1451,OFF-PA-10003673,6,26973,13-08-2018,17-04-2018,Conversion Campaign
267,OFF-EN-10003134,1,15969,08-10-2017,11-02-2017,First-Time Buyer Campaign
142,OFF-BI-10002003,3,27643,14-10-2017,24-05-2017,Conversion Campaign
195,OFF-AR-10003560,3,10248,15-06-2018,08-12-2017,First-Time Buyer Campaign
497,OFF-AR-10003560,7,11916,22-06-2018,05-10-2017,Engagement Campaign
929,OFF-PA-10003823,7,14199,09-04-2018,11-01-2018,Flash Sale
329,TEC-PH-10002415,4,7824,14-07-2017,27-10-2016,Loyalty Campaign
1246,OFF-ST-10000352,4,12332,30-06-2017,01-01-2017,Loyalty Campaign
153,OFF-AP-10004859,3,15005,19-06-2017,06-03-2017,Win-Back Campaign
1301,OFF-AP-10004859,5,26329,30-06-2017,03-05-2017,Brand Awareness
297,TEC-AC-10004633,1,13200,19-03-2018,14-08-2017,Win-Back Campaign
537,OFF-BI-10004970,3,39001,05-08-2017,06-12-2016,Product Launch
1148,OFF-BI-10004970,1,12565,07-09-2017,03-06-2017,Win-Back Campaign
846,OFF-PA-10003205,6,16165,28-08-2017,11-12-2016,First-Time Buyer Campaign
176,FUR-FU-10001037,1,8488,13-06-2018,07-02-2018,Win-Back Campaign
121,OFF-PA-10004888,6,13300,07-01-2018,21-01-2017,Discount
954,OFF-ST-10003306,5,20430,30-01-2018,27-01-2017,Engagement Campaign
1504,OFF-ST-10003306,7,8580,09-02-2018,14-01-2017,Loyalty Campaign
610,TEC-AC-10002800,5,7332,19-02-2018,31-07-2017,Win-Back Campaign
609,FUR-FU-10001756,5,29580,15-09-2017,22-03-2017,Product Launch
1539,OFF-AR-10004757,6,5524,03-05-2018,25-05-2017,Flash Sale
1378,TEC-AC-10001553,4,53961,02-05-2018,13-01-2018,Brand Awareness
1446,TEC-AC-10001553,5,11845,19-04-2018,17-06-2017,Retargeting
447,FUR-CH-10002965,5,12714,20-04-2018,07-02-2018,Win-Back Campaign
620,FUR-CH-10002965,1,9480,30-04-2018,01-02-2018,First-Time Buyer Campaign
790,OFF-BI-10001078,5,11732,01-11-2017,22-07-2017,Retargeting
462,OFF-SU-10004664,5,8682,01-08-2018,30-08-2017,Flash Sale
1238,TEC-AC-10002637,1,35301,27-03-2018,30-09-2017,Brand Awareness
731,TEC-AC-10004518,5,32426,19-04-2017,02-11-2016,Seasonal Sale
1308,TEC-AC-10004518,1,14445,31-03-2017,10-05-2016,First-Time Buyer Campaign
108,OFF-BI-10004364,1,16418,25-08-2017,13-02-2017,Discount
1071,TEC-PH-10002398,4,19485,02-05-2018,15-02-2018,Discount
286,FUR-FU-10003623,7,5853,29-04-2018,21-11-2017,Loyalty Campaign
871,OFF-EN-10001453,2,10602,27-04-2018,07-12-2017,First-Time Buyer Campaign
1545,OFF-EN-10001453,7,13448,03-05-2018,11-06-2017,Retargeting
1513,OFF-ST-10001128,2,5917,24-04-2018,17-01-2018,Loyalty Campaign
446,TEC-CO-10002313,7,7099,10-07-2018,17-09-2017,First-Time Buyer Campaign
891,TEC-CO-10002313,3,18178,06-08-2018,22-03-2018,Seasonal Sale
116,FUR-FU-10003268,6,15732,17-07-2018,24-12-2017,Seasonal Sale
1019,OFF-PA-10001033,4,42908,13-07-2018,03-05-2018,Brand Awareness
1145,OFF-PA-10001033,2,15048,27-07-2018,16-11-2017,Seasonal Sale
1498,OFF-LA-10000240,2,25910,27-07-2017,10-02-2017,Product Launch
841,FUR-FU-10001918,7,41626,20-03-2018,05-08-2017,Brand Awareness
1151,TEC-CO-10002095,5,15564,11-03-2018,01-02-2018,Win-Back Campaign
1101,TEC-PH-10004539,5,16436,01-06-2018,04-09-2017,Engagement Campaign
216,TEC-MA-10001016,3,9365,29-05-2018,17-11-2017,Retargeting
557,TEC-MA-10001016,3,10166,12-05-2018,30-04-2017,Win-Back Campaign
1093,OFF-PA-10000788,1,13533,20-02-2018,04-10-2017,Win-Back Campaign
679,OFF-PA-10002689,4,7554,11-08-2017,16-09-2016,First-Time Buyer Campaign
179,OFF-BI-10004828,7,11913,06-07-2017,06-12-2016,Loyalty Campaign
893,FUR-FU-10003394,6,15323,28-02-2018,22-11-2017,First-Time Buyer Campaign
1528,OFF-LA-10000248,5,8014,17-03-2018,05-11-2017,Flash Sale
110,FUR-BO-10004218,5,15075,13-12-2017,01-07-2017,Retargeting
1188,OFF-BI-10003712,7,20858,12-02-2018,08-09-2017,Conversion Campaign
519,OFF-BI-10002976,2,14724,18-04-2018,03-01-2018,First-Time Buyer Campaign
1042,FUR-BO-10003272,1,46658,18-10-2017,19-11-2016,Brand Awareness
706,OFF-EN-10004483,4,8803,14-07-2018,02-08-2017,Win-Back Campaign
1440,OFF-EN-10004483,1,29877,22-07-2018,11-07-2017,Brand Awareness
119,OFF-AP-10002906,5,39119,22-05-2018,15-04-2018,Product Launch
1059,TEC-AC-10003063,3,19175,28-09-2017,24-08-2017,Discount
1236,TEC-AC-10003063,1,20120,19-10-2017,16-09-2016,Seasonal Sale
1486,TEC-AC-10003063,2,21499,17-09-2017,18-09-2016,Product Launch
1534,OFF-SU-10002537,1,7847,28-09-2017,31-10-2016,Win-Back Campaign
1393,OFF-PA-10002254,3,8393,28-01-2018,03-07-2017,Discount
716,OFF-FA-10000621,2,35432,24-02-2017,28-01-2016,Seasonal Sale
740,OFF-FA-10000621,1,20216,07-02-2017,01-09-2016,Conversion Campaign
829,OFF-FA-10000621,6,6979,02-03-2017,20-03-2016,Loyalty Campaign
830,OFF-PA-10000029,7,15293,09-04-2018,13-06-2017,Win-Back Campaign
1174,TEC-PH-10002584,2,55275,21-04-2018,26-12-2017,Brand Awareness
245,OFF-AR-10003405,7,11297,23-06-2018,12-02-2018,Retargeting
461,OFF-ST-10003327,5,6921,11-10-2017,25-11-2016,Flash Sale
761,OFF-ST-10003327,5,16161,26-10-2017,30-09-2016,Engagement Campaign
272,OFF-EN-10004955,5,39905,19-08-2018,20-04-2018,Seasonal Sale
221,TEC-PH-10002624,3,18490,26-06-2018,29-01-2018,Seasonal Sale
523,TEC-PH-10002624,3,28592,11-06-2018,04-04-2018,Seasonal Sale
959,TEC-PH-10002624,2,9898,20-06-2018,22-01-2018,Win-Back Campaign
1166,TEC-PH-10000169,7,25966,10-08-2018,04-02-2018,Seasonal Sale
481,OFF-AR-10000034,3,15915,10-08-2018,12-01-2018,Seasonal Sale
1018,OFF-AR-10000034,5,19165,29-07-2018,30-11-2017,Seasonal Sale
1065,OFF-AR-10000034,3,9630,07-08-2018,10-06-2018,First-Time Buyer Campaign
530,TEC-AC-10004975,7,24355,17-04-2018,10-08-2017,Engagement Campaign
763,TEC-AC-10004975,5,11213,28-03-2018,13-09-2017,Win-Back Campaign
1015,FUR-CH-10000454,1,29916,18-08-2017,09-11-2016,Brand Awareness
346,OFF-ST-10003442,6,7371,16-07-2017,26-10-2016,First-Time Buyer Campaign
1086,OFF-ST-10003442,5,13738,10-08-2017,31-05-2017,Retargeting
1357,OFF-BI-10003291,3,17724,06-05-2018,03-10-2017,Discount
947,FUR-FU-10000397,2,12654,14-07-2018,02-01-2018,First-Time Buyer Campaign
260,OFF-AP-10002457,1,7509,22-05-2018,27-09-2017,First-Time Buyer Campaign
319,OFF-AP-10002457,6,11034,17-05-2018,05-01-2018,First-Time Buyer Campaign
400,OFF-AP-10002457,1,15967,13-06-2018,01-12-2017,Win-Back Campaign
418,OFF-PA-10000141,6,20848,28-05-2018,19-07-2017,Product Launch
660,OFF-PA-10000141,3,17833,28-05-2018,27-12-2017,Discount
747,OFF-PA-10001801,3,11023,04-04-2018,17-01-2018,Flash Sale
783,OFF-PA-10001471,5,35079,25-02-2018,11-04-2017,Seasonal Sale
380,OFF-SU-10002522,6,35414,07-10-2017,20-07-2017,Product Launch
1082,OFF-PA-10003848,2,6302,26-09-2017,18-04-2017,Win-Back Campaign
839,TEC-AC-10001590,6,13932,27-09-2017,19-06-2017,Win-Back Campaign
1105,TEC-AC-10001590,7,15117,09-10-2017,30-03-2017,Retargeting
392,OFF-LA-10000443,4,7591,20-12-2017,03-03-2017,Retargeting
1597,OFF-LA-10000443,1,5336,13-12-2017,17-02-2017,Flash Sale
145,FUR-FU-10003026,4,14282,22-12-2017,05-03-2017,Engagement Campaign
541,FUR-FU-10003026,5,18685,31-12-2017,07-01-2017,Conversion Campaign
918,FUR-FU-10003026,1,13307,20-12-2017,23-04-2017,Flash Sale
1096,FUR-FU-10003026,5,24652,11-12-2017,05-08-2017,Seasonal Sale
556,OFF-FA-10000585,4,50569,17-05-2018,02-02-2018,Brand Awareness
663,TEC-PH-10004434,4,12259,27-03-2018,02-06-2017,Conversion Campaign
1582,TEC-PH-10004434,1,19288,07-04-2018,24-11-2017,Discount
1459,OFF-PA-10004355,1,9739,09-04-2018,10-02-2018,First-Time Buyer Campaign
123,FUR-CH-10004997,1,13249,20-04-2017,21-11-2016,Discount
268,FUR-CH-10004997,3,41707,01-05-2017,28-09-2016,Brand Awareness
422,FUR-CH-10004997,2,9089,30-03-2017,24-01-2017,Loyalty Campaign
1426,FUR-CH-10004997,4,21927,30-04-2017,10-06-2016,Conversion Campaign
822,OFF-BI-10003910,7,54806,08-07-2018,05-02-2018,Brand Awareness
1283,OFF-BI-10003910,7,31123,15-07-2018,08-06-2017,Seasonal Sale
951,TEC-AC-10000892,5,19650,15-07-2018,03-07-2017,Conversion Campaign
234,OFF-BI-10004140,5,35915,26-11-2017,28-02-2017,Product Launch
1529,OFF-BI-10004140,4,9659,30-11-2017,09-01-2017,Discount
1032,TEC-AC-10004171,5,29722,11-08-2018,17-03-2018,Product Launch
694,OFF-PA-10002005,7,13406,25-08-2018,06-10-2017,Retargeting
1340,OFF-ST-10000934,5,18160,10-09-2018,17-10-2017,Conversion Campaign
1381,OFF-ST-10000934,4,13865,19-09-2018,28-02-2018,Discount
1085,TEC-CO-10003763,7,13516,16-08-2018,11-01-2018,Loyalty Campaign
1423,TEC-CO-10003763,7,14725,10-08-2018,06-10-2017,Flash Sale
1051,OFF-BI-10001597,2,43216,14-04-2017,11-06-2016,Brand Awareness
1462,OFF-BI-10001597,6,36843,18-04-2017,02-01-2017,Product Launch
973,OFF-EN-10000461,7,8005,13-09-2018,12-01-2018,Flash Sale
1361,OFF-EN-10000461,6,16761,21-09-2018,31-08-2017,First-Time Buyer Campaign
1232,TEC-PH-10002660,4,10210,02-09-2018,06-01-2018,Discount
1287,TEC-PH-10002660,2,16095,27-08-2018,18-03-2018,Engagement Campaign
1407,OFF-AP-10001271,3,10574,23-12-2017,25-10-2017,Discount
1132,OFF-LA-10003930,2,13289,19-08-2017,25-01-2017,First-Time Buyer Campaign
692,OFF-BI-10000605,6,7192,15-08-2017,18-05-2017,First-Time Buyer Campaign
1201,OFF-BI-10000605,7,23493,15-08-2017,24-09-2016,Product Launch
631,TEC-AC-10000199,7,15338,12-02-2018,07-10-2017,First-Time Buyer Campaign
1127,OFF-AR-10000246,4,33081,02-03-2018,12-01-2018,Brand Awareness
239,OFF-AP-10003842,5,7093,12-11-2017,19-05-2017,Flash Sale
1573,FUR-FU-10004018,6,27309,23-11-2017,04-08-2017,Conversion Campaign
1000,TEC-PH-10001536,1,9804,07-06-2018,31-12-2017,Loyalty Campaign
604,OFF-FA-10000611,4,14515,09-02-2017,16-12-2016,Flash Sale
451,FUR-BO-10004015,2,17660,08-11-2017,31-10-2016,Retargeting
211,OFF-BI-10002982,3,5306,03-11-2017,09-09-2017,Loyalty Campaign
321,FUR-FU-10003724,3,7766,22-01-2018,18-01-2017,Win-Back Campaign
934,FUR-FU-10003724,5,21868,30-01-2018,01-04-2017,Seasonal Sale
1417,OFF-AR-10001770,1,14660,09-02-2018,28-02-2017,Win-Back Campaign
389,FUR-CH-10003746,1,12483,08-01-2018,26-08-2017,Engagement Campaign
1173,FUR-CH-10003746,6,14894,22-01-2018,20-11-2017,Win-Back Campaign
1567,FUR-CH-10003746,6,41292,21-01-2018,18-11-2017,Brand Awareness
1034,TEC-AC-10003033,5,16315,21-01-2018,08-06-2017,Conversion Campaign
277,OFF-EN-10002500,2,9946,31-08-2018,21-10-2017,Flash Sale
1222,OFF-EN-10002500,7,30883,12-09-2018,20-09-2017,Product Launch
1229,TEC-MA-10001047,2,23612,10-09-2018,24-11-2017,Conversion Campaign
151,OFF-AP-10003057,7,6067,06-05-2018,16-05-2017,Win-Back Campaign
703,OFF-AP-10003057,6,17174,09-05-2018,19-11-2017,Seasonal Sale
996,OFF-AP-10003057,2,48672,02-04-2018,12-05-2017,Product Launch
552,OFF-PA-10003022,1,22647,06-05-2018,04-07-2017,Product Launch
1099,OFF-PA-10003228,6,14962,28-04-2018,05-05-2017,Conversion Campaign
396,OFF-BI-10001636,4,33626,27-07-2017,02-12-2016,Product Launch
